id_kos,nama_kos,kota,wilayah,harga_per_bulan,tipe_kos,ukuran_kamar,ac,kamar_mandi_dalam,wifi,listrik_include,parkir,dapur,laundry,security_24jam,jarak_ke_kampus_km,kampus_terdekat,jarak_ke_transportasi_km,rating,jumlah_kamar,jumlah_review,deskripsi_promosi,ulasan_penghuni,foto_path,latitude,longitude
KOS-0357,Kos Makasar 357,Jakarta Timur,Makasar,2200000,Putri,15,1,1,1,0,1,0,1,1,4.1,Politeknik Negeri Jakarta,2.3,4.3,16,21,"Kos eksklusif putri area Makasar! Fasilitas lengkap: AC, kamar mandi dalam, WiFi, parkir, laundry, dan security 24 jam. Kamar 15m² dengan pencahayaan dan ventilasi optimal. Akses mudah ke pusat bisnis Jakarta Timur. Penjaga aktif 24 jam, CCTV terpasang di area umum. Hanya 4.1 km ke kampus terdekat. Daftar sekarang!","Kos paling nyaman selama kuliah di Jakarta. WiFi kencang dan stabil. AC dingin, tidak berisik. Lingkungan bersih dan aman, tidak pernah ada masalah keamanan. Sangat recommended untuk mahasiswa baru!",assets/kos_photos/kos_0357.jpg,-6.253069,106.870797
KOS-0358,Kos Matraman 358,Jakarta Timur,Matraman,1850000,Putra,15,1,1,1,0,1,1,0,1,5.3,UNJ,2.8,3.8,21,199,"Kos bersih dan terawat di Matraman, Jakarta Timur. Kamar putra berukuran 15m² tersedia dengan fasilitas AC, kamar mandi dalam, WiFi, parkir, dapur bersama, dan security 24 jam. Pengelolaan profesional, kontrak fleksibel per bulan. Jarak 5.3 km dari kampus, 2.8 km dari halte atau stasiun. Survei gratis, hubungi pemilik sekarang!","Lumayan sesuai harga yang dibayar. WiFi kencang dan stabil. AC dingin, tidak berisik. Respons pemilik kadang agak lambat, tapi fasilitas tetap terjaga.",assets/kos_photos/kos_0358.jpg,-6.222837,106.908575
KOS-0359,Kos Cakung 359,Jakarta Timur,Cakung,1900000,Putra,12,0,0,1,1,1,0,1,0,3.2,Politeknik Negeri Jakarta,1.4,4.7,8,26,"Tersedia kamar kos putra di kawasan Cakung, Jakarta Timur. Luas kamar 12m², fasilitas: WiFi, listrik termasuk, parkir, dan laundry. Dekat kampus (3.2 km) dan transportasi umum (1.4 km). Lingkungan tenang, pemilik kos ramah dan responsif. Harga sudah mencakup biaya perawatan fasilitas bersama. Ideal untuk pelajar yang baru merantau.","Sudah 24 bulan di sini, sangat puas! Kamar bersih dan wangi. WiFi kencang dan stabil. Pemilik kos sigap menangani keluhan. Sangat direkomendasikan!",assets/kos_photos/kos_0359.jpg,-6.224335,106.914663
KOS-0360,Kos Cipayung 360,Jakarta Timur,Cipayung,1800000,Putri,12,1,1,0,1,0,0,1,1,9.5,Politeknik Negeri Jakarta,3.4,3.9,17,97,"Kos putri strategis di Cipayung, Jakarta Timur. Kamar 12m² dilengkapi AC, kamar mandi dalam, listrik termasuk, laundry, dan security 24 jam. Lokasi hanya 9.5 km dari kampus dan 3.4 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.","Oke secara keseluruhan. AC dingin, tidak berisik. Kamar mandi pribadi sangat nyaman. Ada plus minusnya, tapi tidak mengecewakan. Lumayan untuk jangka panjang.",assets/kos_photos/kos_0360.jpg,-6.193075,106.875368
KOS-0361,Kos Jatinegara 361,Jakarta Timur,Jatinegara,2450000,Campur,9,1,0,0,1,1,1,0,1,0.9,UNJ,3.8,4.8,9,160,"Kos bersih dan terawat di Jatinegara, Jakarta Timur. Kamar campur berukuran 9m² tersedia dengan fasilitas AC, listrik termasuk, parkir, dapur bersama, dan security 24 jam. Pengelolaan profesional, kontrak fleksibel per bulan. Jarak 0.9 km dari kampus, 3.8 km dari halte atau stasiun. Survei gratis, hubungi pemilik sekarang!","Baru 6 minggu tapi sudah betah banget. AC dingin, tidak berisik. Keamanan 24 jam membuat tenang. Air bersih dan lancar, listrik stabil, tidak pernah mati. Harga sepadan.",assets/kos_photos/kos_0361.jpg,-6.238274,106.926522
KOS-0362,Kos Pulo Gadung 362,Jakarta Timur,Pulo Gadung,2500000,Putri,15,1,1,1,1,1,0,1,1,6.5,Politeknik Negeri Jakarta,0.9,4.8,12,110,"Kos bersih dan terawat di Pulo Gadung, Jakarta Timur. Kamar putri berukuran 15m² tersedia dengan fasilitas AC, kamar mandi dalam, WiFi, listrik termasuk, parkir, laundry, dan security 24 jam. Pengelolaan profesional, kontrak fleksibel per bulan. Jarak 6.5 km dari kampus, 0.9 km dari halte atau stasiun. Survei gratis, hubungi pemilik sekarang!","Baru 6 minggu tapi sudah betah banget. WiFi kencang dan stabil. AC dingin, tidak berisik. Air bersih dan lancar, listrik stabil, tidak pernah mati. Harga sepadan.",assets/kos_photos/kos_0362.jpg,-6.270192,106.896111
KOS-0363,Kos Matraman 363,Jakarta Timur,Matraman,2050000,Putra,15,1,1,1,1,1,0,0,1,2.5,UNJ,1.2,4.0,20,107,"Tersedia kamar kos putra di kawasan Matraman, Jakarta Timur. Luas kamar 15m², fasilitas: AC, kamar mandi dalam, WiFi, listrik termasuk, parkir, dan security 24 jam. Dekat kampus (2.5 km) dan transportasi umum (1.2 km). Lingkungan tenang, pemilik kos ramah dan responsif. Harga sudah mencakup biaya perawatan fasilitas bersama. Ideal untuk pelajar yang baru merantau.","Kos paling nyaman selama kuliah di Jakarta. WiFi kencang dan stabil. AC dingin, tidak berisik. Lingkungan bersih dan aman, tidak pernah ada masalah keamanan. Sangat recommended untuk mahasiswa baru!",assets/kos_photos/kos_0363.jpg,-6.200818,106.93832
KOS-0364,Kos Jatinegara 364,Jakarta Timur,Jatinegara,2000000,Putri,15,1,0,1,0,1,0,0,1,5.2,Universitas Trisakti,1.1,4.2,25,152,"Hunian nyaman di jantung Jakarta Timur. Kos putri dengan AC, WiFi, parkir, dan security 24 jam. Ukuran kamar 15m², cukup untuk bekerja dan beristirahat. Bebas banjir, akses 24 jam. Jarak ke transportasi umum hanya 1.1 km. Cocok untuk profesional muda yang aktif.","Sudah 6 tahun tinggal di sini dan tidak mau pindah. WiFi kencang dan stabil. AC dingin, tidak berisik. Lingkungan aman dan nyaman, penghuni dipilih secara selektif.",assets/kos_photos/kos_0364.jpg,-6.243135,106.884688
KOS-0365,Kos Kramat Jati 365,Jakarta Timur,Kramat Jati,2100000,Putra,24,1,1,1,1,1,0,0,0,6.4,Universitas Trisakti,2.3,3.6,21,66,"Tersedia kamar kos putra di kawasan Kramat Jati, Jakarta Timur. Luas kamar 24m², fasilitas: AC, kamar mandi dalam, WiFi, listrik termasuk, dan parkir. Dekat kampus (6.4 km) dan transportasi umum (2.3 km). Lingkungan tenang, pemilik kos ramah dan responsif. Harga sudah mencakup biaya perawatan fasilitas bersama. Ideal untuk pelajar yang baru merantau.","Cukup nyaman untuk kebutuhan sehari-hari. WiFi kencang dan stabil. AC dingin, tidak berisik. Harga standar untuk area sini. Cocok untuk yang budget terbatas.",assets/kos_photos/kos_0365.jpg,-6.225963,106.943891
KOS-0366,Kos Pasar Rebo 366,Jakarta Timur,Pasar Rebo,1800000,Campur,9,1,0,1,0,0,0,0,1,8.2,Politeknik Negeri Jakarta,0.5,4.9,8,164,"Hunian nyaman di jantung Jakarta Timur. Kos campur dengan AC, WiFi, dan security 24 jam. Ukuran kamar 9m², cukup untuk bekerja dan beristirahat. Bebas banjir, akses 24 jam. Jarak ke transportasi umum hanya 0.5 km. Cocok untuk profesional muda yang aktif.","Baru 8 minggu tapi sudah betah banget. WiFi kencang dan stabil. AC dingin, tidak berisik. Air bersih dan lancar, listrik stabil, tidak pernah mati. Harga sepadan.",assets/kos_photos/kos_0366.jpg,-6.222565,106.920294
KOS-0367,Kos Cakung 367,Jakarta Timur,Cakung,2750000,Putri,15,1,1,1,1,1,1,0,1,3.9,Politeknik Negeri Jakarta,2.1,3.9,24,43,"Kos eksklusif putri area Cakung! Fasilitas lengkap: AC, kamar mandi dalam, WiFi, listrik termasuk, parkir, dapur bersama, dan security 24 jam. Kamar 15m² dengan pencahayaan dan ventilasi optimal. Akses mudah ke pusat bisnis Jakarta Timur. Penjaga aktif 24 jam, CCTV terpasang di area umum. Hanya 3.9 km ke kampus terdekat. Daftar sekarang!","Lumayan sesuai harga yang dibayar. WiFi kencang dan stabil. AC dingin, tidak berisik. Respons pemilik kadang agak lambat, tapi fasilitas tetap terjaga.",assets/kos_photos/kos_0367.jpg,-6.226239,106.897513
KOS-0368,Kos Menteng 368,Jakarta Pusat,Menteng,2600000,Putra,15,1,0,1,0,1,0,0,0,2.4,Universitas Indonesia Salemba,0.6,3.6,8,145,"Kos bersih dan terawat di Menteng, Jakarta Pusat. Kamar putra berukuran 15m² tersedia dengan fasilitas AC, WiFi, dan parkir. Pengelolaan profesional, kontrak fleksibel per bulan. Jarak 2.4 km dari kampus, 0.6 km dari halte atau stasiun. Survei gratis, hubungi pemilik sekarang!","Lumayan sesuai harga yang dibayar. WiFi kencang dan stabil. AC dingin, tidak berisik. Respons pemilik kadang agak lambat, tapi fasilitas tetap terjaga.",assets/kos_photos/kos_0368.jpg,-6.169944,106.849639
KOS-0369,Kos Kemayoran 369,Jakarta Pusat,Kemayoran,3200000,Putri,9,1,1,1,1,0,0,1,1,5.6,Universitas Indonesia Salemba,3.7,4.9,11,41,"Kos putri strategis di Kemayoran, Jakarta Pusat. Kamar 9m² dilengkapi AC, kamar mandi dalam, WiFi, listrik termasuk, laundry, dan security 24 jam. Lokasi hanya 5.6 km dari kampus dan 3.7 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.","Sudah 24 tahun tinggal di sini dan tidak mau pindah. WiFi kencang dan stabil. AC dingin, tidak berisik. Lingkungan aman dan nyaman, penghuni dipilih secara selektif.",assets/kos_photos/kos_0369.jpg,-6.149966,106.825426
KOS-0370,Kos Menteng 370,Jakarta Pusat,Menteng,2300000,Putra,20,1,1,0,0,1,0,0,0,8.7,Universitas Indonesia Salemba,2.6,4.4,10,61,"Kos eksklusif putra area Menteng! Fasilitas lengkap: AC, kamar mandi dalam, dan parkir. Kamar 20m² dengan pencahayaan dan ventilasi optimal. Akses mudah ke pusat bisnis Jakarta Pusat. Penjaga aktif 24 jam, CCTV terpasang di area umum. Hanya 8.7 km ke kampus terdekat. Daftar sekarang!","Sudah 12 tahun tinggal di sini dan tidak mau pindah. AC dingin, tidak berisik. Kamar mandi pribadi sangat nyaman. Lingkungan aman dan nyaman, penghuni dipilih secara selektif.",assets/kos_photos/kos_0370.jpg,-6.185616,106.819806
KOS-0371,Kos Cempaka Putih 371,Jakarta Pusat,Cempaka Putih,2600000,Putra,12,1,1,1,1,1,0,1,1,3.3,Universitas Indonesia Salemba,1.4,4.3,18,168,"Tersedia kamar kos putra di kawasan Cempaka Putih, Jakarta Pusat. Luas kamar 12m², fasilitas: AC, kamar mandi dalam, WiFi, listrik termasuk, parkir, laundry, dan security 24 jam. Dekat kampus (3.3 km) dan transportasi umum (1.4 km). Lingkungan tenang, pemilik kos ramah dan responsif. Harga sudah mencakup biaya perawatan fasilitas bersama. Ideal untuk pelajar yang baru merantau.","Baru 3 minggu tapi sudah betah banget. WiFi kencang dan stabil. AC dingin, tidak berisik. Air bersih dan lancar, listrik stabil, tidak pernah mati. Harga sepadan.",assets/kos_photos/kos_0371.jpg,-6.177108,106.829349
KOS-0372,Kos Cempaka Putih 372,Jakarta Pusat,Cempaka Putih,2750000,Putri,12,1,1,1,0,1,0,1,0,7.6,Trisakti,2.8,4.5,18,20,"Kos bersih dan terawat di Cempaka Putih, Jakarta Pusat. Kamar putri berukuran 12m² tersedia dengan fasilitas AC, kamar mandi dalam, WiFi, parkir, dan laundry. Pengelolaan profesional, kontrak fleksibel per bulan. Jarak 7.6 km dari kampus, 2.8 km dari halte atau stasiun. Survei gratis, hubungi pemilik sekarang!","Kos paling nyaman selama kuliah di Jakarta. WiFi kencang dan stabil. AC dingin, tidak berisik. Lingkungan bersih dan aman, tidak pernah ada masalah keamanan. Sangat recommended untuk mahasiswa baru!",assets/kos_photos/kos_0372.jpg,-6.236553,106.854696
KOS-0373,Kos Sawah Besar 373,Jakarta Pusat,Sawah Besar,3250000,Putri,12,0,0,1,1,1,1,0,1,1.0,Tarumanagara,1.1,4.0,19,67,"Kos bersih dan terawat di Sawah Besar, Jakarta Pusat. Kamar putri berukuran 12m² tersedia dengan fasilitas WiFi, listrik termasuk, parkir, dapur bersama, dan security 24 jam. Pengelolaan profesional, kontrak fleksibel per bulan. Jarak 1.0 km dari kampus, 1.1 km dari halte atau stasiun. Survei gratis, hubungi pemilik sekarang!","Sudah 24 tahun tinggal di sini dan tidak mau pindah. WiFi kencang dan stabil. Keamanan 24 jam membuat tenang. Lingkungan aman dan nyaman, penghuni dipilih secara selektif.",assets/kos_photos/kos_0373.jpg,-6.179939,106.80164
KOS-0374,Kos Menteng 374,Jakarta Pusat,Menteng,2500000,Putri,18,1,0,0,0,1,0,0,1,5.5,Tarumanagara,0.8,4.9,15,27,"Tersedia kamar kos putri di kawasan Menteng, Jakarta Pusat. Luas kamar 18m², fasilitas: AC, parkir, dan security 24 jam. Dekat kampus (5.5 km) dan transportasi umum (0.8 km). Lingkungan tenang, pemilik kos ramah dan responsif. Harga sudah mencakup biaya perawatan fasilitas bersama. Ideal untuk pelajar yang baru merantau.","Baru 3 minggu tapi sudah betah banget. AC dingin, tidak berisik. Keamanan 24 jam membuat tenang. Air bersih dan lancar, listrik stabil, tidak pernah mati. Harga sepadan.",assets/kos_photos/kos_0374.jpg,-6.165595,106.839043
KOS-0375,Kos Gambir 375,Jakarta Pusat,Gambir,2800000,Putri,9,1,0,0,0,1,0,0,1,4.4,Trisakti,2.5,3.8,16,15,"Tersedia kamar kos putri di kawasan Gambir, Jakarta Pusat. Luas kamar 9m², fasilitas: AC, parkir, dan security 24 jam. Dekat kampus (4.4 km) dan transportasi umum (2.5 km). Lingkungan tenang, pemilik kos ramah dan responsif. Harga sudah mencakup biaya perawatan fasilitas bersama. Ideal untuk pelajar yang baru merantau.","Oke secara keseluruhan. AC dingin, tidak berisik. Keamanan 24 jam membuat tenang. Ada plus minusnya, tapi tidak mengecewakan. Lumayan untuk jangka panjang.",assets/kos_photos/kos_0375.jpg,-6.196064,106.78157
KOS-0376,Kos Senen 376,Jakarta Pusat,Senen,3350000,Campur,12,1,1,1,0,1,0,0,0,1.3,Tarumanagara,2.4,4.2,7,19,"Kos bersih dan terawat di Senen, Jakarta Pusat. Kamar campur berukuran 12m² tersedia dengan fasilitas AC, kamar mandi dalam, WiFi, dan parkir. Pengelolaan profesional, kontrak fleksibel per bulan. Jarak 1.3 km dari kampus, 2.4 km dari halte atau stasiun. Survei gratis, hubungi pemilik sekarang!","Sudah 3 tahun tinggal di sini dan tidak mau pindah. WiFi kencang dan stabil. AC dingin, tidak berisik. Lingkungan aman dan nyaman, penghuni dipilih secara selektif.",assets/kos_photos/kos_0376.jpg,-6.22559,106.818265
KOS-0377,Kos Cempaka Putih 377,Jakarta Pusat,Cempaka Putih,2400000,Putra,12,1,1,1,1,0,1,0,0,2.9,Tarumanagara,1.7,4.4,5,134,"Kos eksklusif putra area Cempaka Putih! Fasilitas lengkap: AC, kamar mandi dalam, WiFi, listrik termasuk, dan dapur bersama. Kamar 12m² dengan pencahayaan dan ventilasi optimal. Akses mudah ke pusat bisnis Jakarta Pusat. Penjaga aktif 24 jam, CCTV terpasang di area umum. Hanya 2.9 km ke kampus terdekat. Daftar sekarang!","Lokasi sangat strategis, ke mana-mana mudah dijangkau. WiFi kencang dan stabil. AC dingin, tidak berisik. Harga sangat worth it untuk fasilitasnya. Teman sesama penghuni juga asik.",assets/kos_photos/kos_0377.jpg,-6.210334,106.836137
KOS-0378,Kos Cempaka Putih 378,Jakarta Pusat,Cempaka Putih,3650000,Campur,9,1,1,1,0,1,0,0,0,1.1,Trisakti,0.8,3.9,6,69,"Kos campur strategis di Cempaka Putih, Jakarta Pusat. Kamar 9m² dilengkapi AC, kamar mandi dalam, WiFi, dan parkir. Lokasi hanya 1.1 km dari kampus dan 0.8 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.","Cukup nyaman untuk kebutuhan sehari-hari. WiFi kencang dan stabil. AC dingin, tidak berisik. Harga standar untuk area sini. Cocok untuk yang budget terbatas.",assets/kos_photos/kos_0378.jpg,-6.170843,106.853646
KOS-0379,Kos Menteng 379,Jakarta Pusat,Menteng,2750000,Putri,18,1,0,1,1,1,0,0,0,4.4,Universitas Indonesia Salemba,1.6,4.6,5,126,"Kos bersih dan terawat di Menteng, Jakarta Pusat. Kamar putri berukuran 18m² tersedia dengan fasilitas AC, WiFi, listrik termasuk, dan parkir. Pengelolaan profesional, kontrak fleksibel per bulan. Jarak 4.4 km dari kampus, 1.6 km dari halte atau stasiun. Survei gratis, hubungi pemilik sekarang!","Kos paling nyaman selama kuliah di Jakarta. WiFi kencang dan stabil. AC dingin, tidak berisik. Lingkungan bersih dan aman, tidak pernah ada masalah keamanan. Sangat recommended untuk mahasiswa baru!",assets/kos_photos/kos_0379.jpg,-6.248218,106.80989
KOS-0380,Kos Tanah Abang 380,Jakarta Pusat,Tanah Abang,2700000,Putri,15,0,1,1,0,1,0,1,1,9.1,Tarumanagara,0.7,4.7,15,138,"Tersedia kamar kos putri di kawasan Tanah Abang, Jakarta Pusat. Luas kamar 15m², fasilitas: kamar mandi dalam, WiFi, parkir, laundry, dan security 24 jam. Dekat kampus (9.1 km) dan transportasi umum (0.7 km). Lingkungan tenang, pemilik kos ramah dan responsif. Harga sudah mencakup biaya perawatan fasilitas bersama. Ideal untuk pelajar yang baru merantau.","Sudah 18 tahun tinggal di sini dan tidak mau pindah. WiFi kencang dan stabil. Kamar mandi pribadi sangat nyaman. Lingkungan aman dan nyaman, penghuni dipilih secara selektif.",assets/kos_photos/kos_0380.jpg,-6.194888,106.8053
KOS-0381,Kos Gambir 381,Jakarta Pusat,Gambir,3400000,Putri,15,1,0,1,1,1,1,1,0,0.7,Universitas Indonesia Salemba,2.8,3.5,15,156,"Hunian nyaman di jantung Jakarta Pusat. Kos putri dengan AC, WiFi, listrik termasuk, parkir, dapur bersama, dan laundry. Ukuran kamar 15m², cukup untuk bekerja dan beristirahat. Bebas banjir, akses 24 jam. Jarak ke transportasi umum hanya 2.8 km. Cocok untuk profesional muda yang aktif.","Cukup nyaman untuk kebutuhan sehari-hari. WiFi kencang dan stabil. AC dingin, tidak berisik. Harga standar untuk area sini. Cocok untuk yang budget terbatas.",assets/kos_photos/kos_0381.jpg,-6.203078,106.844899
KOS-0382,Kos Sawah Besar 382,Jakarta Pusat,Sawah Besar,2850000,Putri,18,0,1,1,0,0,1,0,0,5.0,Universitas Indonesia Salemba,5.0,5.0,29,109,"Kos bersih dan terawat di Sawah Besar, Jakarta Pusat. Kamar putri berukuran 18m² tersedia dengan fasilitas kamar mandi dalam, WiFi, dan dapur bersama. Pengelolaan profesional, kontrak fleksibel per bulan. Jarak 5.0 km dari kampus, 5.0 km dari halte atau stasiun. Survei gratis, hubungi pemilik sekarang!","Kos paling nyaman selama kuliah di Jakarta. WiFi kencang dan stabil. Kamar mandi pribadi sangat nyaman. Lingkungan bersih dan aman, tidak pernah ada masalah keamanan. Sangat recommended untuk mahasiswa baru!",assets/kos_photos/kos_0382.jpg,-6.191274,106.844201
KOS-0383,Kos Tanah Abang 383,Jakarta Pusat,Tanah Abang,2600000,Putra,9,1,0,0,0,1,1,0,1,2.0,Universitas Indonesia Salemba,1.0,4.9,18,83,"Hunian nyaman di jantung Jakarta Pusat. Kos putra dengan AC, parkir, dapur bersama, dan security 24 jam. Ukuran kamar 9m², cukup untuk bekerja dan beristirahat. Bebas banjir, akses 24 jam. Jarak ke transportasi umum hanya 1.0 km. Cocok untuk profesional muda yang aktif.","Baru 2 minggu tapi sudah betah banget. AC dingin, tidak berisik. Keamanan 24 jam membuat tenang. Air bersih dan lancar, listrik stabil, tidak pernah mati. Harga sepadan.",assets/kos_photos/kos_0383.jpg,-6.15644,106.815787
KOS-0384,Kos Sawah Besar 384,Jakarta Pusat,Sawah Besar,3200000,Putri,24,1,0,1,1,0,0,0,1,1.0,Trisakti,1.9,4.0,24,91,"Tersedia kamar kos putri di kawasan Sawah Besar, Jakarta Pusat. Luas kamar 24m², fasilitas: AC, WiFi, listrik termasuk, dan security 24 jam. Dekat kampus (1.0 km) dan transportasi umum (1.9 km). Lingkungan tenang, pemilik kos ramah dan responsif. Harga sudah mencakup biaya perawatan fasilitas bersama. Ideal untuk pelajar yang baru merantau.","Kos paling nyaman selama kuliah di Jakarta. WiFi kencang dan stabil. AC dingin, tidak berisik. Lingkungan bersih dan aman, tidak pernah ada masalah keamanan. Sangat recommended untuk mahasiswa baru!",assets/kos_photos/kos_0384.jpg,-6.225272,106.840519
KOS-0385,Kos Menteng 385,Jakarta Pusat,Menteng,2350000,Putra,9,1,1,1,0,1,0,0,1,10.0,Tarumanagara,1.1,4.4,14,65,"Kos eksklusif putra area Menteng! Fasilitas lengkap: AC, kamar mandi dalam, WiFi, parkir, dan security 24 jam. Kamar 9m² dengan pencahayaan dan ventilasi optimal. Akses mudah ke pusat bisnis Jakarta Pusat. Penjaga aktif 24 jam, CCTV terpasang di area umum. Hanya 10.0 km ke kampus terdekat. Daftar sekarang!","Sudah 12 bulan di sini, sangat puas! Kamar bersih dan wangi. WiFi kencang dan stabil. AC dingin, tidak berisik. Pemilik kos sigap menangani keluhan. Sangat direkomendasikan!",assets/kos_photos/kos_0385.jpg,-6.178877,106.795078
KOS-0386,Kos Gambir 386,Jakarta Pusat,Gambir,3500000,Putri,18,1,1,1,1,1,0,0,0,5.3,Tarumanagara,0.5,4.4,26,38,"Kos putri strategis di Gambir, Jakarta Pusat. Kamar 18m² dilengkapi AC, kamar mandi dalam, WiFi, listrik termasuk, dan parkir. Lokasi hanya 5.3 km dari kampus dan 0.5 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.","Kos paling nyaman selama kuliah di Jakarta. WiFi kencang dan stabil. AC dingin, tidak berisik. Lingkungan bersih dan aman, tidak pernah ada masalah keamanan. Sangat recommended untuk mahasiswa baru!",assets/kos_photos/kos_0386.jpg,-6.23315,106.807931
KOS-0387,Kos Gambir 387,Jakarta Pusat,Gambir,2700000,Campur,12,1,1,1,0,1,0,1,0,3.6,Universitas Indonesia Salemba,4.7,3.7,15,47,"Kos eksklusif campur area Gambir! Fasilitas lengkap: AC, kamar mandi dalam, WiFi, parkir, dan laundry. Kamar 12m² dengan pencahayaan dan ventilasi optimal. Akses mudah ke pusat bisnis Jakarta Pusat. Penjaga aktif 24 jam, CCTV terpasang di area umum. Hanya 3.6 km ke kampus terdekat. Daftar sekarang!","Lumayan sesuai harga yang dibayar. WiFi kencang dan stabil. AC dingin, tidak berisik. Respons pemilik kadang agak lambat, tapi fasilitas tetap terjaga.",assets/kos_photos/kos_0387.jpg,-6.179448,106.845099
KOS-0388,Kos Senen 388,Jakarta Pusat,Senen,2900000,Putri,12,1,1,1,1,1,0,1,0,8.6,Tarumanagara,2.3,4.4,10,79,"Kos putri strategis di Senen, Jakarta Pusat. Kamar 12m² dilengkapi AC, kamar mandi dalam, WiFi, listrik termasuk, parkir, dan laundry. Lokasi hanya 8.6 km dari kampus dan 2.3 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.","Sudah 12 tahun tinggal di sini dan tidak mau pindah. WiFi kencang dan stabil. AC dingin, tidak berisik. Lingkungan aman dan nyaman, penghuni dipilih secara selektif.",assets/kos_photos/kos_0388.jpg,-6.169753,106.902569
KOS-0389,Kos Sawah Besar 389,Jakarta Pusat,Sawah Besar,3350000,Putra,12,0,1,1,0,1,1,0,1,2.2,Trisakti,3.0,3.6,25,63,"Tersedia kamar kos putra di kawasan Sawah Besar, Jakarta Pusat. Luas kamar 12m², fasilitas: kamar mandi dalam, WiFi, parkir, dapur bersama, dan security 24 jam. Dekat kampus (2.2 km) dan transportasi umum (3.0 km). Lingkungan tenang, pemilik kos ramah dan responsif. Harga sudah mencakup biaya perawatan fasilitas bersama. Ideal untuk pelajar yang baru merantau.",Cukup nyaman untuk kebutuhan sehari-hari. WiFi kencang dan stabil. Kamar mandi pribadi sangat nyaman. Harga standar untuk area sini. Cocok untuk yang budget terbatas.,assets/kos_photos/kos_0389.jpg,-6.206147,106.845495
KOS-0390,Kos Menteng 390,Jakarta Pusat,Menteng,3200000,Campur,9,1,0,1,1,0,0,0,1,9.4,Tarumanagara,0.7,4.5,13,33,"Kos eksklusif campur area Menteng! Fasilitas lengkap: AC, WiFi, listrik termasuk, dan security 24 jam. Kamar 9m² dengan pencahayaan dan ventilasi optimal. Akses mudah ke pusat bisnis Jakarta Pusat. Penjaga aktif 24 jam, CCTV terpasang di area umum. Hanya 9.4 km ke kampus terdekat. Daftar sekarang!","Baru 2 minggu tapi sudah betah banget. WiFi kencang dan stabil. AC dingin, tidak berisik. Air bersih dan lancar, listrik stabil, tidak pernah mati. Harga sepadan.",assets/kos_photos/kos_0390.jpg,-6.21201,106.892546
KOS-0391,Kos Tanah Abang 391,Jakarta Pusat,Tanah Abang,3350000,Putri,18,1,1,1,0,0,1,0,1,6.5,Tarumanagara,3.9,3.9,18,13,"Kos eksklusif putri area Tanah Abang! Fasilitas lengkap: AC, kamar mandi dalam, WiFi, dapur bersama, dan security 24 jam. Kamar 18m² dengan pencahayaan dan ventilasi optimal. Akses mudah ke pusat bisnis Jakarta Pusat. Penjaga aktif 24 jam, CCTV terpasang di area umum. Hanya 6.5 km ke kampus terdekat. Daftar sekarang!","Lumayan sesuai harga yang dibayar. WiFi kencang dan stabil. AC dingin, tidak berisik. Respons pemilik kadang agak lambat, tapi fasilitas tetap terjaga.",assets/kos_photos/kos_0391.jpg,-6.204507,106.857698
KOS-0392,Kos Johar Baru 392,Jakarta Pusat,Johar Baru,2450000,Putri,9,1,0,0,1,1,0,1,1,8.2,Universitas Indonesia Salemba,4.4,4.8,15,129,"Kos putri strategis di Johar Baru, Jakarta Pusat. Kamar 9m² dilengkapi AC, listrik termasuk, parkir, laundry, dan security 24 jam. Lokasi hanya 8.2 km dari kampus dan 4.4 km dari moda transportasi umum. Suasana bersih, aman, dan nyaman. Cocok untuk mahasiswa maupun pekerja muda yang menginginkan hunian berkualitas dengan harga terjangkau.","Sudah 2 tahun tinggal di sini dan tidak mau pindah. AC dingin, tidak berisik. Keamanan 24 jam membuat tenang. Lingkungan aman dan nyaman, penghuni dipilih secara selektif.",assets/kos_photos/kos_0392.jpg,-6.172143,106.802503
KOS-0393,Kos Menteng 393,Jakarta Pusat,Menteng,2900000,Putri,9,1,0,1,1,1,0,0,0,5.9,Universitas Indonesia Salemba,2.0,4.4,18,116,"Kos bersih dan terawat di Menteng, Jakarta Pusat. Kamar putri berukuran 9m² tersedia dengan fasilitas AC, WiFi, listrik termasuk, dan parkir. Pengelolaan profesional, kontrak fleksibel per bulan. Jarak 5.9 km dari kampus, 2.0 km dari halte atau stasiun. Survei gratis, hubungi pemilik sekarang!","Sudah 18 bulan di sini, sangat puas! Kamar bersih dan wangi. WiFi kencang dan stabil. AC dingin, tidak berisik. Pemilik kos sigap menangani keluhan. Sangat direkomendasikan!",assets/kos_photos/kos_0393.jpg,-6.168153,106.882624
