id_kos,nama_kos,kota,wilayah,harga_per_bulan,tipe_kos,ukuran_kamar,ac,kamar_mandi_dalam,wifi,listrik_include,parkir,dapur,laundry,security_24jam,jarak_ke_kampus_km,kampus_terdekat,jarak_ke_transportasi_km,rating,jumlah_kamar,jumlah_review
KOS-0320,Kos Makasar 320,Jakarta Timur,Makasar,1900000,Putri,15,0,1,1,0,1,0,0,0,6.0,Universitas Trisakti,3.8,4.0,18,29
KOS-0321,Kos Pulo Gadung 321,Jakarta Timur,Pulo Gadung,2500000,Putri,15,1,1,1,0,0,1,0,1,8.4,UNJ,0.5,3.9,5,133
KOS-0322,Kos Kramat Jati 322,Jakarta Timur,Kramat Jati,2050000,Putra,9,0,1,0,1,0,0,0,1,7.7,Politeknik Negeri Jakarta,2.6,4.5,26,148
KOS-0323,Kos Pulo Gadung 323,Jakarta Timur,Pulo Gadung,2100000,Campur,9,1,1,1,1,1,0,0,1,8.4,Politeknik Negeri Jakarta,2.4,3.8,20,6
KOS-0324,Kos Pulo Gadung 324,Jakarta Timur,Pulo Gadung,1600000,Campur,12,1,0,1,1,0,0,0,0,6.0,Politeknik Negeri Jakarta,2.7,4.1,28,113
KOS-0325,Kos Duren Sawit 325,Jakarta Timur,Duren Sawit,1900000,Putra,9,1,1,0,0,0,0,0,0,0.7,UNJ,0.7,4.3,23,53
KOS-0326,Kos Kramat Jati 326,Jakarta Timur,Kramat Jati,1650000,Putra,18,0,0,1,1,0,0,1,0,8.3,UNJ,2.4,3.6,9,110
KOS-0327,Kos Cakung 327,Jakarta Timur,Cakung,2300000,Putra,12,1,1,1,1,1,1,0,0,3.5,Politeknik Negeri Jakarta,4.0,4.2,21,79
KOS-0328,Kos Cakung 328,Jakarta Timur,Cakung,2350000,Putra,9,1,1,0,0,1,0,1,1,6.8,UNJ,4.8,4.7,26,163
KOS-0329,Kos Pulo Gadung 329,Jakarta Timur,Pulo Gadung,2050000,Putri,12,0,1,1,0,1,0,0,0,5.4,UNJ,3.6,3.6,6,45
KOS-0330,Kos Jatinegara 330,Jakarta Timur,Jatinegara,1300000,Putri,9,0,0,1,0,1,1,0,1,6.0,Politeknik Negeri Jakarta,1.6,4.8,10,192
KOS-0331,Kos Cakung 331,Jakarta Timur,Cakung,1900000,Putri,9,1,1,1,0,1,0,0,0,4.8,UNJ,1.9,4.8,19,119
KOS-0332,Kos Duren Sawit 332,Jakarta Timur,Duren Sawit,1950000,Putri,9,1,1,1,0,1,1,0,1,7.6,Politeknik Negeri Jakarta,3.8,3.9,20,139
KOS-0333,Kos Cakung 333,Jakarta Timur,Cakung,2100000,Putri,9,0,0,1,0,1,0,1,0,7.2,UNJ,0.5,4.3,20,170
KOS-0334,Kos Jatinegara 334,Jakarta Timur,Jatinegara,2600000,Putra,20,1,1,1,1,1,0,0,1,3.7,Politeknik Negeri Jakarta,4.8,4.3,27,108
KOS-0335,Kos Jatinegara 335,Jakarta Timur,Jatinegara,2500000,Campur,9,1,1,0,0,0,0,1,1,4.1,Politeknik Negeri Jakarta,0.3,4.4,23,107
KOS-0336,Kos Pulo Gadung 336,Jakarta Timur,Pulo Gadung,2100000,Putra,12,0,1,1,1,1,1,0,1,2.9,UNJ,4.9,4.5,18,167
KOS-0337,Kos Makasar 337,Jakarta Timur,Makasar,1800000,Campur,18,0,0,1,0,0,1,0,0,4.4,Politeknik Negeri Jakarta,4.9,3.5,25,94
KOS-0338,Kos Jatinegara 338,Jakarta Timur,Jatinegara,2900000,Campur,20,1,1,1,0,1,0,1,1,1.3,Politeknik Negeri Jakarta,4.7,3.8,26,162
KOS-0339,Kos Kramat Jati 339,Jakarta Timur,Kramat Jati,2250000,Campur,9,0,1,0,0,1,0,0,0,1.9,Universitas Trisakti,0.3,4.5,25,137
KOS-0340,Kos Duren Sawit 340,Jakarta Timur,Duren Sawit,2250000,Putra,15,1,1,1,0,1,0,1,1,2.1,Universitas Trisakti,4.4,4.9,16,9
KOS-0341,Kos Jatinegara 341,Jakarta Timur,Jatinegara,2100000,Putra,12,1,0,1,1,1,0,0,1,5.7,Universitas Trisakti,0.6,4.8,18,116
KOS-0342,Kos Pulo Gadung 342,Jakarta Timur,Pulo Gadung,1400000,Putra,15,0,0,1,1,1,1,0,0,8.1,Universitas Trisakti,2.0,3.9,7,33
KOS-0343,Kos Pasar Rebo 343,Jakarta Timur,Pasar Rebo,2000000,Putri,15,1,1,0,0,1,0,0,1,3.7,UNJ,4.1,4.3,13,164
KOS-0344,Kos Makasar 344,Jakarta Timur,Makasar,1500000,Putra,9,1,0,1,0,1,0,0,1,4.9,Universitas Trisakti,1.7,4.3,12,16
KOS-0345,Kos Cakung 345,Jakarta Timur,Cakung,2000000,Putri,9,1,1,1,0,0,0,1,0,4.5,Politeknik Negeri Jakarta,3.9,3.8,6,30
KOS-0346,Kos Pulo Gadung 346,Jakarta Timur,Pulo Gadung,2450000,Putri,9,0,1,1,1,1,1,0,0,2.4,Universitas Trisakti,4.7,4.9,22,150
KOS-0347,Kos Kramat Jati 347,Jakarta Timur,Kramat Jati,1850000,Campur,18,1,1,1,0,1,0,0,0,8.0,UNJ,2.6,3.9,9,33
KOS-0348,Kos Jatinegara 348,Jakarta Timur,Jatinegara,2350000,Putri,24,0,0,1,1,1,0,1,1,7.5,Politeknik Negeri Jakarta,0.8,3.5,14,141
KOS-0349,Kos Cakung 349,Jakarta Timur,Cakung,1550000,Campur,15,0,1,0,1,1,1,0,1,5.2,UNJ,4.6,4.8,18,125
KOS-0350,Kos Cakung 350,Jakarta Timur,Cakung,2350000,Putra,18,1,1,1,0,0,0,0,1,5.9,Universitas Trisakti,1.8,4.2,18,164
KOS-0351,Kos Makasar 351,Jakarta Timur,Makasar,1350000,Putra,9,0,0,0,1,1,1,1,1,8.5,Politeknik Negeri Jakarta,1.2,4.1,6,167
KOS-0352,Kos Duren Sawit 352,Jakarta Timur,Duren Sawit,1800000,Putri,15,1,0,1,0,0,0,0,1,8.1,Politeknik Negeri Jakarta,0.9,3.7,6,131
KOS-0353,Kos Cipayung 353,Jakarta Timur,Cipayung,1650000,Putri,20,0,0,0,1,0,1,1,0,5.8,Politeknik Negeri Jakarta,1.0,4.5,15,11
KOS-0354,Kos Pasar Rebo 354,Jakarta Timur,Pasar Rebo,1900000,Putri,9,1,0,1,1,1,1,0,1,4.9,Politeknik Negeri Jakarta,1.0,4.1,23,32
KOS-0355,Kos Kramat Jati 355,Jakarta Timur,Kramat Jati,2800000,Putra,18,1,1,1,0,1,0,0,1,3.7,Universitas Trisakti,4.5,4.5,5,187
KOS-0356,Kos Cipayung 356,Jakarta Timur,Cipayung,1950000,Putra,12,0,0,1,0,1,0,1,1,8.7,Universitas Trisakti,2.3,3.7,7,185
KOS-0357,Kos Makasar 357,Jakarta Timur,Makasar,2200000,Putri,15,1,1,1,0,1,0,1,1,4.1,Politeknik Negeri Jakarta,2.3,4.3,16,21
KOS-0358,Kos Matraman 358,Jakarta Timur,Matraman,1850000,Putra,15,1,1,1,0,1,1,0,1,5.3,UNJ,2.8,3.8,21,199
KOS-0359,Kos Cakung 359,Jakarta Timur,Cakung,1900000,Putra,12,0,0,1,1,1,0,1,0,3.2,Politeknik Negeri Jakarta,1.4,4.7,8,26
KOS-0360,Kos Cipayung 360,Jakarta Timur,Cipayung,1800000,Putri,12,1,1,0,1,0,0,1,1,9.5,Politeknik Negeri Jakarta,3.4,3.9,17,97
KOS-0361,Kos Jatinegara 361,Jakarta Timur,Jatinegara,2450000,Campur,9,1,0,0,1,1,1,0,1,0.9,UNJ,3.8,4.8,9,160
KOS-0362,Kos Pulo Gadung 362,Jakarta Timur,Pulo Gadung,2500000,Putri,15,1,1,1,1,1,0,1,1,6.5,Politeknik Negeri Jakarta,0.9,4.8,12,110
KOS-0363,Kos Matraman 363,Jakarta Timur,Matraman,2050000,Putra,15,1,1,1,1,1,0,0,1,2.5,UNJ,1.2,4.0,20,107
KOS-0364,Kos Jatinegara 364,Jakarta Timur,Jatinegara,2000000,Putri,15,1,0,1,0,1,0,0,1,5.2,Universitas Trisakti,1.1,4.2,25,152
KOS-0365,Kos Kramat Jati 365,Jakarta Timur,Kramat Jati,2100000,Putra,24,1,1,1,1,1,0,0,0,6.4,Universitas Trisakti,2.3,3.6,21,66
KOS-0366,Kos Pasar Rebo 366,Jakarta Timur,Pasar Rebo,1800000,Campur,9,1,0,1,0,0,0,0,1,8.2,Politeknik Negeri Jakarta,0.5,4.9,8,164
KOS-0367,Kos Cakung 367,Jakarta Timur,Cakung,2750000,Putri,15,1,1,1,1,1,1,0,1,3.9,Politeknik Negeri Jakarta,2.1,3.9,24,43
KOS-0368,Kos Menteng 368,Jakarta Pusat,Menteng,2600000,Putra,15,1,0,1,0,1,0,0,0,2.4,Universitas Indonesia Salemba,0.6,3.6,8,145
KOS-0369,Kos Kemayoran 369,Jakarta Pusat,Kemayoran,3200000,Putri,9,1,1,1,1,0,0,1,1,5.6,Universitas Indonesia Salemba,3.7,4.9,11,41
KOS-0370,Kos Menteng 370,Jakarta Pusat,Menteng,2300000,Putra,20,1,1,0,0,1,0,0,0,8.7,Universitas Indonesia Salemba,2.6,4.4,10,61
KOS-0371,Kos Cempaka Putih 371,Jakarta Pusat,Cempaka Putih,2600000,Putra,12,1,1,1,1,1,0,1,1,3.3,Universitas Indonesia Salemba,1.4,4.3,18,168
KOS-0372,Kos Cempaka Putih 372,Jakarta Pusat,Cempaka Putih,2750000,Putri,12,1,1,1,0,1,0,1,0,7.6,Trisakti,2.8,4.5,18,20
KOS-0373,Kos Sawah Besar 373,Jakarta Pusat,Sawah Besar,3250000,Putri,12,0,0,1,1,1,1,0,1,1.0,Tarumanagara,1.1,4.0,19,67
KOS-0374,Kos Menteng 374,Jakarta Pusat,Menteng,2500000,Putri,18,1,0,0,0,1,0,0,1,5.5,Tarumanagara,0.8,4.9,15,27
KOS-0375,Kos Gambir 375,Jakarta Pusat,Gambir,2800000,Putri,9,1,0,0,0,1,0,0,1,4.4,Trisakti,2.5,3.8,16,15
KOS-0376,Kos Senen 376,Jakarta Pusat,Senen,3350000,Campur,12,1,1,1,0,1,0,0,0,1.3,Tarumanagara,2.4,4.2,7,19
KOS-0377,Kos Cempaka Putih 377,Jakarta Pusat,Cempaka Putih,2400000,Putra,12,1,1,1,1,0,1,0,0,2.9,Tarumanagara,1.7,4.4,5,134
KOS-0378,Kos Cempaka Putih 378,Jakarta Pusat,Cempaka Putih,3650000,Campur,9,1,1,1,0,1,0,0,0,1.1,Trisakti,0.8,3.9,6,69
KOS-0379,Kos Menteng 379,Jakarta Pusat,Menteng,2750000,Putri,18,1,0,1,1,1,0,0,0,4.4,Universitas Indonesia Salemba,1.6,4.6,5,126
KOS-0380,Kos Tanah Abang 380,Jakarta Pusat,Tanah Abang,2700000,Putri,15,0,1,1,0,1,0,1,1,9.1,Tarumanagara,0.7,4.7,15,138
KOS-0381,Kos Gambir 381,Jakarta Pusat,Gambir,3400000,Putri,15,1,0,1,1,1,1,1,0,0.7,Universitas Indonesia Salemba,2.8,3.5,15,156
KOS-0382,Kos Sawah Besar 382,Jakarta Pusat,Sawah Besar,2850000,Putri,18,0,1,1,0,0,1,0,0,5.0,Universitas Indonesia Salemba,5.0,5.0,29,109
KOS-0383,Kos Tanah Abang 383,Jakarta Pusat,Tanah Abang,2600000,Putra,9,1,0,0,0,1,1,0,1,2.0,Universitas Indonesia Salemba,1.0,4.9,18,83
KOS-0384,Kos Sawah Besar 384,Jakarta Pusat,Sawah Besar,3200000,Putri,24,1,0,1,1,0,0,0,1,1.0,Trisakti,1.9,4.0,24,91
KOS-0385,Kos Menteng 385,Jakarta Pusat,Menteng,2350000,Putra,9,1,1,1,0,1,0,0,1,10.0,Tarumanagara,1.1,4.4,14,65
KOS-0386,Kos Gambir 386,Jakarta Pusat,Gambir,3500000,Putri,18,1,1,1,1,1,0,0,0,5.3,Tarumanagara,0.5,4.4,26,38
KOS-0387,Kos Gambir 387,Jakarta Pusat,Gambir,2700000,Campur,12,1,1,1,0,1,0,1,0,3.6,Universitas Indonesia Salemba,4.7,3.7,15,47
KOS-0388,Kos Senen 388,Jakarta Pusat,Senen,2900000,Putri,12,1,1,1,1,1,0,1,0,8.6,Tarumanagara,2.3,4.4,10,79
KOS-0389,Kos Sawah Besar 389,Jakarta Pusat,Sawah Besar,3350000,Putra,12,0,1,1,0,1,1,0,1,2.2,Trisakti,3.0,3.6,25,63
KOS-0390,Kos Menteng 390,Jakarta Pusat,Menteng,3200000,Campur,9,1,0,1,1,0,0,0,1,9.4,Tarumanagara,0.7,4.5,13,33
KOS-0391,Kos Tanah Abang 391,Jakarta Pusat,Tanah Abang,3350000,Putri,18,1,1,1,0,0,1,0,1,6.5,Tarumanagara,3.9,3.9,18,13
KOS-0392,Kos Johar Baru 392,Jakarta Pusat,Johar Baru,2450000,Putri,9,1,0,0,1,1,0,1,1,8.2,Universitas Indonesia Salemba,4.4,4.8,15,129
KOS-0393,Kos Menteng 393,Jakarta Pusat,Menteng,2900000,Putri,9,1,0,1,1,1,0,0,0,5.9,Universitas Indonesia Salemba,2.0,4.4,18,116
KOS-0394,Kos Senen 394,Jakarta Pusat,Senen,2550000,Campur,9,0,0,1,0,1,1,1,0,4.9,Universitas Indonesia Salemba,4.5,3.9,15,55
KOS-0395,Kos Johar Baru 395,Jakarta Pusat,Johar Baru,2950000,Putri,9,1,1,1,0,0,1,0,1,6.2,Trisakti,0.5,4.2,29,92
KOS-0396,Kos Menteng 396,Jakarta Pusat,Menteng,2600000,Campur,12,1,1,1,0,1,0,1,0,8.6,Trisakti,4.1,3.7,8,109
KOS-0397,Kos Tanah Abang 397,Jakarta Pusat,Tanah Abang,2350000,Putri,12,1,0,1,0,0,1,1,0,0.5,Trisakti,1.4,4.7,11,134
KOS-0398,Kos Kemayoran 398,Jakarta Pusat,Kemayoran,2400000,Campur,15,1,1,1,0,1,1,0,1,6.2,Tarumanagara,2.6,4.1,8,132
KOS-0399,Kos Menteng 399,Jakarta Pusat,Menteng,2550000,Putri,15,0,1,1,0,1,0,0,1,4.3,Universitas Indonesia Salemba,3.3,4.1,24,18
KOS-0400,Kos Menteng 400,Jakarta Pusat,Menteng,2250000,Putri,12,0,1,1,0,1,0,0,1,4.3,Tarumanagara,2.4,4.2,28,187
KOS-0401,Kos Kemayoran 401,Jakarta Pusat,Kemayoran,2600000,Putri,9,0,1,0,0,1,0,0,0,6.0,Tarumanagara,3.3,4.0,24,17
KOS-0402,Kos Senen 402,Jakarta Pusat,Senen,2700000,Putri,12,0,0,1,1,0,0,1,1,0.9,Universitas Indonesia Salemba,1.7,4.5,11,74
KOS-0403,Kos Sawah Besar 403,Jakarta Pusat,Sawah Besar,3350000,Campur,15,1,1,1,0,1,0,0,1,2.5,Tarumanagara,0.7,4.7,16,141
KOS-0404,Kos Kemayoran 404,Jakarta Pusat,Kemayoran,2750000,Putra,9,1,1,1,0,1,1,0,1,3.6,Tarumanagara,4.7,4.5,11,36
KOS-0405,Kos Johar Baru 405,Jakarta Pusat,Johar Baru,2750000,Putra,20,1,1,1,1,0,1,0,1,7.3,Tarumanagara,3.8,4.4,24,160
KOS-0406,Kos Kemayoran 406,Jakarta Pusat,Kemayoran,3150000,Putra,18,0,1,1,1,1,1,0,1,5.2,Trisakti,2.3,3.7,18,92
KOS-0407,Kos Cempaka Putih 407,Jakarta Pusat,Cempaka Putih,3500000,Putra,12,1,1,1,1,0,0,1,1,2.7,Tarumanagara,2.2,3.8,7,6
KOS-0408,Kos Menteng 408,Jakarta Pusat,Menteng,2850000,Putra,9,0,0,1,0,1,1,1,1,4.9,Trisakti,1.5,4.8,10,181
KOS-0409,Kos Menteng 409,Jakarta Pusat,Menteng,2700000,Putra,18,0,1,1,1,1,1,1,1,7.9,Universitas Indonesia Salemba,0.7,3.5,19,83
KOS-0410,Kos Johar Baru 410,Jakarta Pusat,Johar Baru,3250000,Putri,9,1,1,1,0,1,0,0,0,7.8,Tarumanagara,1.6,3.7,26,18
KOS-0411,Kos Tanah Abang 411,Jakarta Pusat,Tanah Abang,3000000,Putri,12,1,1,1,0,1,1,1,0,2.1,Trisakti,1.7,4.9,15,191
KOS-0412,Kos Johar Baru 412,Jakarta Pusat,Johar Baru,3300000,Putra,15,0,1,1,1,1,0,1,1,1.3,Trisakti,0.4,4.8,8,68
KOS-0413,Kos Kemayoran 413,Jakarta Pusat,Kemayoran,2900000,Putra,18,0,0,1,0,1,1,0,0,5.5,Universitas Indonesia Salemba,4.2,4.9,28,16
KOS-0414,Kos Cempaka Putih 414,Jakarta Pusat,Cempaka Putih,2850000,Campur,18,1,1,0,1,1,1,0,0,6.5,Tarumanagara,1.6,3.6,22,47
KOS-0415,Kos Menteng 415,Jakarta Pusat,Menteng,3450000,Campur,15,1,1,0,0,1,0,0,1,1.6,Trisakti,1.7,4.4,19,55
KOS-0416,Kos Gambir 416,Jakarta Pusat,Gambir,2650000,Putra,24,1,1,1,0,1,0,0,0,7.9,Trisakti,4.6,3.7,24,58
KOS-0417,Kos Kemayoran 417,Jakarta Pusat,Kemayoran,3150000,Putra,12,1,1,1,0,1,1,1,0,5.7,Tarumanagara,1.0,4.9,26,62
KOS-0418,Kos Kemayoran 418,Jakarta Pusat,Kemayoran,2750000,Putra,20,1,1,1,1,1,0,0,1,6.9,Tarumanagara,3.2,3.7,11,162
KOS-0419,Kos Senen 419,Jakarta Pusat,Senen,3500000,Putra,18,0,1,1,1,1,1,0,1,0.7,Tarumanagara,1.9,3.8,18,185
KOS-0420,Kos Gambir 420,Jakarta Pusat,Gambir,2400000,Putri,12,1,0,0,1,1,1,0,1,5.4,Tarumanagara,2.6,3.6,8,49
KOS-0421,Kos Senen 421,Jakarta Pusat,Senen,2950000,Putri,9,1,0,1,1,0,0,0,1,6.7,Tarumanagara,0.9,4.6,14,188
KOS-0422,Kos Kemayoran 422,Jakarta Pusat,Kemayoran,2100000,Putra,9,0,1,0,0,0,1,0,0,6.6,Tarumanagara,0.6,4.0,7,89
KOS-0423,Kos Menteng 423,Jakarta Pusat,Menteng,2550000,Campur,15,0,1,0,1,1,0,0,1,4.3,Tarumanagara,1.3,4.1,29,146
KOS-0424,Kos Senen 424,Jakarta Pusat,Senen,2850000,Campur,12,1,0,1,1,1,0,1,0,4.3,Tarumanagara,2.6,4.8,7,118
KOS-0425,Kos Senen 425,Jakarta Pusat,Senen,3000000,Campur,9,0,1,1,0,1,0,1,1,4.3,Universitas Indonesia Salemba,1.8,3.6,11,117
KOS-0426,Kos Senen 426,Jakarta Pusat,Senen,2750000,Putra,18,1,1,1,1,0,1,0,1,5.8,Trisakti,1.1,4.9,27,66
KOS-0427,Kos Kemayoran 427,Jakarta Pusat,Kemayoran,2550000,Putri,15,0,0,1,0,1,0,0,1,6.1,Universitas Indonesia Salemba,2.8,3.6,23,51
KOS-0428,Kos Johar Baru 428,Jakarta Pusat,Johar Baru,2350000,Putra,12,1,1,1,1,1,0,0,0,9.9,Tarumanagara,1.0,3.9,24,91
KOS-0429,Kos Gambir 429,Jakarta Pusat,Gambir,3150000,Putri,18,1,1,1,1,0,1,0,0,0.8,Universitas Indonesia Salemba,3.2,4.1,15,170
KOS-0430,Kos Senen 430,Jakarta Pusat,Senen,2400000,Putri,20,0,0,1,0,1,0,0,1,7.2,Universitas Indonesia Salemba,3.4,3.7,21,49
KOS-0431,Kos Sawah Besar 431,Jakarta Pusat,Sawah Besar,3300000,Campur,18,0,1,1,0,1,0,1,1,4.1,Universitas Indonesia Salemba,1.3,3.8,22,99
KOS-0432,Kos Menteng 432,Jakarta Pusat,Menteng,3500000,Campur,18,1,1,1,1,1,1,0,0,5.0,Universitas Indonesia Salemba,0.4,4.9,29,76
KOS-0433,Kos Sawah Besar 433,Jakarta Pusat,Sawah Besar,3400000,Putri,12,1,0,1,1,1,1,0,1,6.2,Universitas Indonesia Salemba,1.8,3.6,22,193
KOS-0434,Kos Kemayoran 434,Jakarta Pusat,Kemayoran,2400000,Putra,12,1,1,1,0,1,0,1,1,7.0,Tarumanagara,3.9,4.4,12,197
KOS-0435,Kos Menteng 435,Jakarta Pusat,Menteng,2950000,Putra,15,0,0,1,0,1,1,1,0,0.8,Tarumanagara,3.7,4.6,17,114
KOS-0436,Kos Sawah Besar 436,Jakarta Pusat,Sawah Besar,3650000,Putri,15,1,1,1,1,1,0,0,1,5.1,Universitas Indonesia Salemba,0.6,4.0,10,161
KOS-0437,Kos Tanah Abang 437,Jakarta Pusat,Tanah Abang,3250000,Putra,15,1,0,1,1,0,0,1,1,1.4,Tarumanagara,0.4,4.7,23,58
KOS-0438,Kos Senen 438,Jakarta Pusat,Senen,2050000,Putra,15,1,0,0,0,1,0,0,0,1.9,Universitas Indonesia Salemba,3.3,3.8,26,198
KOS-0439,Kos Sawah Besar 439,Jakarta Pusat,Sawah Besar,3050000,Putra,18,0,1,1,0,1,0,1,0,5.9,Universitas Indonesia Salemba,2.7,3.7,16,60
KOS-0440,Kos Tanah Abang 440,Jakarta Pusat,Tanah Abang,3050000,Putri,18,1,1,1,0,0,0,1,0,8.9,Trisakti,2.7,4.9,22,86
KOS-0441,Kos Senen 441,Jakarta Pusat,Senen,3050000,Campur,15,0,0,1,1,1,1,0,1,3.7,Tarumanagara,2.5,4.9,7,105
KOS-0442,Kos Kemayoran 442,Jakarta Pusat,Kemayoran,2850000,Putri,18,1,1,1,1,0,1,0,0,5.3,Tarumanagara,3.5,4.9,14,95
KOS-0443,Kos Senen 443,Jakarta Pusat,Senen,2400000,Putri,12,0,0,1,1,0,0,1,1,4.1,Tarumanagara,5.0,4.8,29,119
KOS-0444,Kos Senen 444,Jakarta Pusat,Senen,3500000,Campur,12,1,1,1,1,1,1,0,1,7.3,Universitas Indonesia Salemba,2.9,3.8,16,72
KOS-0445,Kos Menteng 445,Jakarta Pusat,Menteng,2900000,Campur,12,1,0,1,0,1,1,0,1,4.4,Tarumanagara,1.3,4.5,17,186
KOS-0446,Kos Sawah Besar 446,Jakarta Pusat,Sawah Besar,2400000,Putri,12,0,1,0,1,0,1,0,0,6.8,Universitas Indonesia Salemba,4.4,3.5,28,138
KOS-0447,Kos Senen 447,Jakarta Pusat,Senen,2350000,Campur,12,1,0,1,0,0,1,0,1,5.7,Trisakti,3.3,3.6,10,143
KOS-0448,Kos Tanah Abang 448,Jakarta Pusat,Tanah Abang,2850000,Putra,12,1,1,0,1,0,0,0,1,8.1,Tarumanagara,2.3,4.6,13,25
KOS-0449,Kos Senen 449,Jakarta Pusat,Senen,2800000,Campur,9,1,0,1,1,1,0,0,0,8.2,Universitas Indonesia Salemba,3.4,4.5,21,161
KOS-0450,Kos Tanah Abang 450,Jakarta Pusat,Tanah Abang,2350000,Putra,18,0,0,1,1,1,0,0,1,8.7,Tarumanagara,3.9,4.7,17,138
KOS-0451,Kos Menteng 451,Jakarta Pusat,Menteng,3300000,Putra,12,0,1,1,0,1,0,0,1,1.8,Tarumanagara,3.2,3.9,8,139
KOS-0452,Kos Tanah Abang 452,Jakarta Pusat,Tanah Abang,2850000,Campur,12,1,0,1,1,1,1,0,0,1.7,Trisakti,2.4,3.9,23,41
KOS-0453,Kos Gambir 453,Jakarta Pusat,Gambir,2200000,Putra,18,0,0,0,0,1,0,0,0,6.3,Tarumanagara,3.8,4.2,17,97
KOS-0454,Kos Gambir 454,Jakarta Pusat,Gambir,3200000,Putri,9,0,1,0,1,1,1,0,1,3.3,Trisakti,3.6,4.0,21,27
KOS-0455,Kos Sawah Besar 455,Jakarta Pusat,Sawah Besar,2500000,Putri,12,0,1,0,1,0,1,1,0,3.4,Tarumanagara,4.1,3.8,27,164
KOS-0456,Kos Senen 456,Jakarta Pusat,Senen,3250000,Putri,12,1,1,1,0,0,1,1,0,8.0,Trisakti,4.4,3.9,10,159
KOS-0457,Kos Senen 457,Jakarta Pusat,Senen,3400000,Putri,15,0,1,1,1,0,1,1,0,4.7,Tarumanagara,0.7,4.5,5,74
KOS-0458,Kos Sawah Besar 458,Jakarta Pusat,Sawah Besar,2900000,Putra,12,0,1,1,1,0,1,0,1,3.7,Universitas Indonesia Salemba,2.4,4.1,6,67
KOS-0459,Kos Kemayoran 459,Jakarta Pusat,Kemayoran,3200000,Putri,18,0,1,1,1,1,1,0,1,4.8,Trisakti,2.7,3.8,26,81
KOS-0460,Kos Sawah Besar 460,Jakarta Pusat,Sawah Besar,3300000,Putra,18,0,1,0,0,1,0,1,0,7.7,Trisakti,2.1,4.9,29,70
KOS-0461,Kos Tanah Abang 461,Jakarta Pusat,Tanah Abang,3100000,Putra,9,1,1,1,1,1,0,0,1,5.5,Tarumanagara,1.6,4.5,29,162
KOS-0462,Kos Cempaka Putih 462,Jakarta Pusat,Cempaka Putih,2650000,Putra,12,0,1,0,1,1,0,0,1,6.3,Trisakti,3.5,4.1,23,138
KOS-0463,Kos Johar Baru 463,Jakarta Pusat,Johar Baru,3150000,Putra,20,1,0,1,1,1,0,0,1,8.1,Tarumanagara,1.1,4.1,20,185
KOS-0464,Kos Gambir 464,Jakarta Pusat,Gambir,2650000,Putra,18,0,1,1,0,1,0,0,1,8.1,Universitas Indonesia Salemba,2.5,3.9,12,55
KOS-0465,Kos Gambir 465,Jakarta Pusat,Gambir,2650000,Putra,20,0,0,0,0,0,1,0,0,5.4,Trisakti,2.0,4.0,21,161
KOS-0466,Kos Sawah Besar 466,Jakarta Pusat,Sawah Besar,2300000,Putra,9,1,0,0,0,1,0,0,0,3.4,Universitas Indonesia Salemba,1.0,3.5,16,52
KOS-0467,Kos Senen 467,Jakarta Pusat,Senen,2950000,Putra,9,0,1,1,1,1,1,0,0,6.0,Universitas Indonesia Salemba,4.9,3.5,28,75
KOS-0468,Kos Menteng 468,Jakarta Pusat,Menteng,2600000,Putra,15,1,0,1,0,1,0,0,0,7.4,Tarumanagara,2.4,4.5,7,39
KOS-0469,Kos Senen 469,Jakarta Pusat,Senen,2800000,Putra,12,1,1,1,0,0,1,0,0,2.5,Tarumanagara,2.6,3.6,23,78
KOS-0470,Kos Kemayoran 470,Jakarta Pusat,Kemayoran,3500000,Putri,9,1,1,1,0,1,0,0,1,0.8,Tarumanagara,0.9,3.8,11,138
KOS-0471,Kos Tanah Abang 471,Jakarta Pusat,Tanah Abang,3300000,Putra,12,1,0,1,1,1,0,0,1,8.4,Tarumanagara,4.2,3.8,17,110
KOS-0472,Kos Menteng 472,Jakarta Pusat,Menteng,3550000,Putri,24,1,0,0,1,1,1,1,1,6.6,Tarumanagara,4.3,4.1,29,62
KOS-0473,Kos Senen 473,Jakarta Pusat,Senen,2150000,Putri,12,0,0,0,0,1,1,0,1,9.1,Trisakti,0.7,3.7,14,193
KOS-0474,Kos Kemayoran 474,Jakarta Pusat,Kemayoran,3200000,Putra,18,0,0,1,1,1,0,0,0,0.9,Tarumanagara,3.7,4.2,20,120
KOS-0475,Kos Menteng 475,Jakarta Pusat,Menteng,3400000,Campur,12,1,1,1,0,1,0,0,1,0.6,Trisakti,3.2,5.0,21,75
KOS-0476,Kos Johar Baru 476,Jakarta Pusat,Johar Baru,2900000,Putri,9,0,1,1,1,1,0,0,0,3.7,Universitas Indonesia Salemba,1.8,4.7,26,29
KOS-0477,Kos Senen 477,Jakarta Pusat,Senen,3600000,Putri,18,0,1,0,1,1,1,1,1,9.6,Universitas Indonesia Salemba,2.6,4.3,11,138
KOS-0478,Kos Kemayoran 478,Jakarta Pusat,Kemayoran,3450000,Campur,18,1,0,0,1,1,1,1,1,3.5,Trisakti,1.0,4.2,19,127
KOS-0479,Kos Tanah Abang 479,Jakarta Pusat,Tanah Abang,2100000,Campur,24,1,0,1,0,0,0,0,0,2.8,Universitas Indonesia Salemba,2.4,4.1,25,109
